h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.463e+00,-0.549,3.960e+00,-1.986,5.200e+00,-2.379,1.812
5.000e-02,944,2.418e-03,9.241,2.412e-01,4.037,1.013e-01,5.681,6.741
2.500e-02,3720,2.252e-03,0.103,3.313e-01,-0.458,6.591e-02,0.621,30.724
1.250e-02,14782,4.807e-03,-1.094,1.581e+00,-2.254,6.103e-01,-3.211,172.085
