h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.601e+00,-0.679,7.533e+00,-2.913,1.040e+01,-3.379,0.380
5.000e-02,944,3.030e-03,9.046,2.121e-01,5.150,1.635e-01,5.991,1.935
2.500e-02,3720,3.904e-04,2.956,5.483e-02,1.952,3.693e-02,2.146,12.704
1.250e-02,14782,4.836e-05,3.013,1.372e-02,1.999,8.698e-03,2.086,86.567
6.250e-03,59326,6.312e-06,2.938,3.487e-03,1.976,2.160e-03,2.010,763.554
