h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.415e+00,-0.501,1.488e+00,-0.573,1.132e+00,-0.178,3.977
5.000e-02,944,1.292e-04,13.419,1.045e-02,7.154,7.035e-03,7.330,1.803
2.500e-02,3720,1.647e-05,2.972,2.607e-03,2.003,1.713e-03,2.038,7.754
1.250e-02,14782,2.046e-06,3.009,6.573e-04,1.988,4.018e-04,2.092,42.934
6.250e-03,59326,2.595e-07,2.979,1.682e-04,1.967,9.922e-05,2.018,324.682
