h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.769e+00,-0.823,1.682e+01,-4.072,1.284e+01,-3.682,0.459
5.000e-02,944,3.131e-01,2.499,1.067e+01,0.657,3.805e+00,1.754,3.127
