h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.457e+00,-0.543,3.993e+00,-1.998,4.597e+00,-2.201,1.725
5.000e-02,944,3.967e-03,8.521,2.432e-01,4.037,1.586e-01,4.857,6.332
2.500e-02,3720,1.174e-03,1.757,1.273e-01,0.935,7.044e-02,1.171,29.891
1.250e-02,14782,3.324e-04,1.820,6.859e-02,0.892,3.339e-02,1.077,176.845
6.250e-03,59326,6.688e-05,2.313,3.018e-02,1.184,1.231e-02,1.440,1397.347
