h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.457e+00,-0.543,3.994e+00,-1.998,4.593e+00,-2.200,1.801
5.000e-02,944,3.883e-03,8.552,2.421e-01,4.044,1.413e-01,5.022,6.273
2.500e-02,3720,1.154e-03,1.750,1.244e-01,0.960,6.481e-02,1.125,28.390
1.250e-02,14782,3.342e-04,1.788,6.581e-02,0.919,3.082e-02,1.072,153.850
6.250e-03,59326,7.138e-05,2.227,2.864e-02,1.200,1.125e-02,1.455,1050.618
