h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.578e+00,-0.658,7.600e+00,-2.926,9.079e+00,-3.182,0.439
5.000e-02,944,9.027e-03,7.449,5.023e-01,3.919,3.189e-01,4.831,1.964
2.500e-02,3720,2.761e-03,1.709,2.731e-01,0.879,1.462e-01,1.126,13.356
1.250e-02,14782,9.957e-04,1.471,1.677e-01,0.703,7.843e-02,0.898,95.536
6.250e-03,59326,3.810e-04,1.386,1.022e-01,0.715,4.400e-02,0.834,727.801
