h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.465e+00,-0.551,3.958e+00,-1.985,5.208e+00,-2.381,0.927
5.000e-02,944,1.069e-03,10.421,8.591e-02,5.526,5.921e-02,6.459,2.715
2.500e-02,3720,1.373e-04,2.960,2.158e-02,1.993,1.478e-02,2.002,11.059
1.250e-02,14782,1.696e-05,3.017,5.424e-03,1.992,3.553e-03,2.057,56.749
6.250e-03,59326,2.143e-06,2.985,1.384e-03,1.970,8.891e-04,1.999,383.180
