h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.602e+00,-0.680,7.533e+00,-2.913,1.008e+01,-3.333,1.413
5.000e-02,944,2.520e-03,9.312,1.955e-01,5.268,1.427e-01,6.142,4.894
2.500e-02,3720,3.350e-04,2.911,5.090e-02,1.942,3.726e-02,1.937,19.279
1.250e-02,14782,4.125e-05,3.022,1.283e-02,1.988,9.305e-03,2.002,100.527
6.250e-03,59326,5.165e-06,2.998,3.257e-03,1.978,2.329e-03,1.999,755.517
