h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.244e+00,-1.166,4.279e+00,-2.097,7.246e+00,-2.857,4.710
1.000e-01,606,1.875e-02,6.903,2.867e-01,3.899,1.944e-01,5.220,4.145
5.000e-02,2350,4.916e-03,1.932,1.565e-01,0.874,5.670e-02,1.778,15.968
2.500e-02,9000,1.505e-03,1.708,2.040e-01,-0.382,1.539e-02,1.881,74.165
1.250e-02,35328,6.211e-04,1.277,2.121e-01,-0.056,4.000e-03,1.944,381.139
