h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.175e+00,-1.121,2.358e+00,-1.238,2.347e+00,-1.231,0.454
1.000e-01,606,4.674e-03,8.863,6.762e-02,5.124,4.964e-02,5.563,1.095
5.000e-02,2350,1.211e-03,1.948,2.440e-02,1.470,1.418e-02,1.807,4.218
2.500e-02,9000,3.052e-04,1.988,8.617e-03,1.502,3.783e-03,1.906,18.997
1.250e-02,35328,7.619e-05,2.002,3.169e-03,1.443,9.367e-04,2.014,99.952
