h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,3.148e+00,-1.655,1.491e+01,-3.898,2.858e+01,-4.837,1.387
1.000e-01,606,7.546e-02,5.383,1.131e+00,3.720,7.691e-01,5.216,3.969
5.000e-02,2350,1.947e-02,1.954,4.128e-01,1.455,2.259e-01,1.767,16.247
2.500e-02,9000,4.902e-03,1.990,1.615e-01,1.354,6.059e-02,1.899,74.194
1.250e-02,35328,1.235e-03,1.989,9.097e-02,0.828,1.505e-02,2.009,393.028
