h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.189e+00,-1.131,2.848e+00,-1.510,3.880e+00,-1.956,0.458
1.000e-01,606,9.357e-03,7.870,1.353e-01,4.396,9.952e-02,5.285,1.343
5.000e-02,2350,2.423e-03,1.949,4.882e-02,1.470,2.839e-02,1.810,4.360
2.500e-02,9000,6.104e-04,1.989,1.724e-02,1.502,7.563e-03,1.908,19.800
1.250e-02,35328,1.524e-04,2.002,6.338e-03,1.443,1.870e-03,2.016,103.025
