h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.415e+00,-0.501,1.488e+00,-0.573,1.132e+00,-0.178,0.262
5.000e-02,944,1.298e-04,13.412,1.048e-02,7.150,7.049e-03,7.327,1.215
2.500e-02,3720,1.679e-05,2.951,2.633e-03,1.992,1.719e-03,2.036,8.077
1.250e-02,14782,2.108e-06,2.994,6.673e-04,1.981,4.026e-04,2.094,56.992
6.250e-03,59326,2.706e-07,2.962,1.713e-04,1.962,9.916e-05,2.021,434.558
