h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.427e+00,-0.513,2.327e+00,-1.219,2.703e+00,-1.434,0.710
5.000e-02,944,5.226e-04,11.415,4.217e-02,5.786,2.857e-02,6.564,2.566
2.500e-02,3720,6.667e-05,2.970,1.053e-02,2.001,6.968e-03,2.036,9.553
1.250e-02,14782,8.265e-06,3.012,2.652e-03,1.990,1.638e-03,2.089,43.579
6.250e-03,59326,1.048e-06,2.979,6.782e-04,1.967,4.045e-04,2.017,285.880
