h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.427e+00,-0.513,2.327e+00,-1.219,2.703e+00,-1.435,0.258
5.000e-02,944,5.375e-04,11.375,4.274e-02,5.767,2.873e-02,6.556,1.232
2.500e-02,3720,7.035e-05,2.934,1.082e-02,1.981,6.998e-03,2.038,8.047
1.250e-02,14782,8.769e-06,3.004,2.731e-03,1.987,1.636e-03,2.097,57.016
6.250e-03,59326,1.121e-06,2.968,6.988e-04,1.966,4.034e-04,2.020,435.893
