h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.244e+00,-1.166,4.279e+00,-2.097,7.241e+00,-2.856,3.017
1.000e-01,606,1.887e-02,6.894,2.841e-01,3.913,2.041e-01,5.149,5.385
5.000e-02,2350,4.900e-03,1.945,1.525e-01,0.897,5.857e-02,1.801,17.610
2.500e-02,9000,1.495e-03,1.713,2.033e-01,-0.414,1.575e-02,1.895,77.840
1.250e-02,35328,6.223e-04,1.264,2.128e-01,-0.066,3.932e-03,2.002,392.869
