h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.452e+00,-1.294,7.688e+00,-2.943,1.433e+01,-3.841,1.413
1.000e-01,606,3.756e-02,6.029,5.665e-01,3.762,3.866e-01,5.213,4.020
5.000e-02,2350,9.723e-03,1.950,2.317e-01,1.290,1.131e-01,1.774,15.899
2.500e-02,9000,2.574e-03,1.918,1.989e-01,0.220,3.047e-02,1.892,73.944
1.250e-02,35328,7.835e-04,1.716,1.935e-01,0.040,7.659e-03,1.992,390.004
