h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.244e+00,-1.166,4.278e+00,-2.097,7.262e+00,-2.860,1.340
1.000e-01,606,1.870e-02,6.907,2.746e-01,3.962,1.962e-01,5.210,3.603
5.000e-02,2350,4.841e-03,1.950,9.908e-02,1.471,5.670e-02,1.791,13.582
2.500e-02,9000,1.220e-03,1.989,3.493e-02,1.504,1.515e-02,1.904,64.918
1.250e-02,35328,3.046e-04,2.002,1.289e-02,1.438,3.753e-03,2.013,371.526
