h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.243e+00,-1.166,4.295e+00,-2.103,8.269e+00,-3.048,34.914
1.000e-01,606,3.159e-02,6.150,4.556e-01,3.237,7.305e-01,3.501,12.785
5.000e-02,2350,5.614e-03,2.492,1.361e-01,1.743,1.126e-01,2.698,19.050
2.500e-02,9000,1.251e-03,2.166,4.269e-02,1.673,2.741e-02,2.038,63.377
1.250e-02,35328,3.086e-04,2.019,1.447e-02,1.561,6.545e-03,2.066,537.756
