h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.189e+00,-1.131,2.848e+00,-1.510,3.893e+00,-1.961,0.452
1.000e-01,606,9.341e-03,7.873,1.355e-01,4.393,9.878e-02,5.301,1.473
5.000e-02,2350,2.422e-03,1.947,4.890e-02,1.471,2.823e-02,1.807,4.515
2.500e-02,9000,6.105e-04,1.988,1.726e-02,1.502,7.533e-03,1.906,19.467
1.250e-02,35328,1.524e-04,2.002,6.348e-03,1.443,1.868e-03,2.012,102.739
