h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.238e+00,-1.162,4.295e+00,-2.103,5.604e+00,-2.486,50.521
1.000e-01,606,1.453e-02,7.267,5.245e-01,3.034,3.536e-01,3.986,30.623
5.000e-02,2350,8.030e-03,0.855,4.617e-01,0.184,3.174e-01,0.156,36.588
