h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.189e+00,-1.131,2.848e+00,-1.510,3.894e+00,-1.961,8.123
1.000e-01,606,9.337e-03,7.873,1.357e-01,4.391,9.898e-02,5.298,8.098
5.000e-02,2350,2.421e-03,1.948,4.898e-02,1.470,2.824e-02,1.809,10.874
2.500e-02,9000,6.102e-04,1.988,1.730e-02,1.502,7.523e-03,1.909,30.851
1.250e-02,35328,1.524e-04,2.002,6.357e-03,1.444,1.866e-03,2.012,168.626
