h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.240e+00,-1.163,4.286e+00,-2.100,6.039e+00,-2.594,4.312
1.000e-01,606,1.737e-02,7.011,3.784e-01,3.502,1.865e-01,5.017,3.782
5.000e-02,2350,4.403e-03,1.980,1.577e-01,1.262,6.957e-02,1.423,14.980
2.500e-02,9000,1.143e-03,1.946,6.272e-02,1.330,2.530e-02,1.459,66.980
1.250e-02,35328,2.971e-04,1.943,2.534e-02,1.307,7.960e-03,1.668,366.825
