h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.435e+00,-1.284,7.706e+00,-2.946,1.168e+01,-3.546,1.412
1.000e-01,606,3.518e-02,6.113,7.619e-01,3.338,3.947e-01,4.888,3.912
5.000e-02,2350,8.834e-03,1.994,3.177e-01,1.262,1.396e-01,1.499,15.534
2.500e-02,9000,2.221e-03,1.992,1.306e-01,1.282,5.196e-02,1.426,72.743
1.250e-02,35328,5.774e-04,1.943,6.225e-02,1.069,1.484e-02,1.808,382.107
