h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.189e+00,-1.131,2.848e+00,-1.510,3.880e+00,-1.956,0.440
1.000e-01,606,9.347e-03,7.872,1.352e-01,4.396,9.927e-02,5.289,1.257
5.000e-02,2350,2.422e-03,1.948,4.881e-02,1.470,2.836e-02,1.808,4.202
2.500e-02,9000,6.104e-04,1.988,1.723e-02,1.502,7.567e-03,1.906,19.007
1.250e-02,35328,1.524e-04,2.002,6.338e-03,1.443,1.873e-03,2.014,100.003
