h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.244e+00,-1.166,4.279e+00,-2.097,7.240e+00,-2.856,7.062
1.000e-01,606,1.913e-02,6.874,2.809e-01,3.929,2.232e-01,5.020,7.210
5.000e-02,2350,4.880e-03,1.971,1.007e-01,1.481,5.906e-02,1.918,10.366
2.500e-02,9000,1.224e-03,1.995,3.496e-02,1.526,1.560e-02,1.921,34.197
1.250e-02,35328,3.051e-04,2.004,1.278e-02,1.452,3.819e-03,2.030,207.519
