h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,3.148e+00,-1.654,1.490e+01,-3.898,2.859e+01,-4.838,1.368
1.000e-01,606,7.486e-02,5.394,1.094e+00,3.768,8.100e-01,5.141,3.527
5.000e-02,2350,1.941e-02,1.948,3.948e-01,1.471,2.411e-01,1.749,12.288
2.500e-02,9000,4.889e-03,1.989,1.393e-01,1.503,6.364e-02,1.921,48.496
1.250e-02,35328,1.220e-03,2.003,5.137e-02,1.439,1.575e-02,2.015,208.087
