h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,3.148e+00,-1.654,1.490e+01,-3.898,2.859e+01,-4.837,1.409
1.000e-01,606,7.506e-02,5.390,1.094e+00,3.769,7.900e-01,5.177,3.341
5.000e-02,2350,1.944e-02,1.949,3.949e-01,1.469,2.276e-01,1.796,11.896
2.500e-02,9000,4.892e-03,1.990,1.393e-01,1.503,6.074e-02,1.906,46.994
1.250e-02,35328,1.220e-03,2.003,5.137e-02,1.439,1.500e-02,2.017,201.572
