h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.601e+00,-0.679,7.532e+00,-2.913,1.040e+01,-3.379,1.763
5.000e-02,944,5.322e-03,8.233,5.390e-01,3.805,2.115e-01,5.621,6.626
2.500e-02,3720,5.231e-03,0.025,7.423e-01,-0.462,1.312e-01,0.688,30.428
1.250e-02,14782,7.683e-03,-0.555,2.529e+00,-1.769,9.278e-01,-2.822,173.066
6.250e-03,59326,7.168e-03,0.100,2.289e+00,0.144,8.974e-01,0.048,1290.732
