h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,200,1.427e+00,-0.513,2.328e+00,-1.219,2.679e+00,-1.421,2.854
5.000e-02,800,9.109e-04,10.613,6.646e-02,5.130,4.435e-02,5.916,2.603
2.500e-02,3200,1.185e-04,2.942,1.762e-02,1.915,1.135e-02,1.966,12.169
1.250e-02,12800,1.466e-05,3.015,4.439e-03,1.989,2.758e-03,2.041,69.876
6.250e-03,51200,2.019e-06,2.859,1.160e-03,1.935,6.823e-04,2.015,426.748
