h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.427e+00,-0.513,2.328e+00,-1.219,2.665e+00,-1.414,1.986
5.000e-02,944,8.642e-04,10.689,7.786e-02,4.902,4.643e-02,5.843,6.437
2.500e-02,3720,6.478e-04,0.416,9.969e-02,-0.356,1.608e-02,1.529,28.266
1.250e-02,14782,8.841e-04,-0.449,3.046e-01,-1.612,7.891e-02,-2.295,148.034
6.250e-03,59326,7.801e-04,0.180,2.788e-01,0.128,7.573e-02,0.059,979.130
