h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.582e+00,-0.662,7.578e+00,-2.922,1.045e+01,-3.385,0.386
5.000e-02,944,5.807e-03,8.090,3.485e-01,4.443,3.649e-01,4.840,1.604
2.500e-02,3720,8.783e-04,2.725,1.060e-01,1.717,8.116e-02,2.169,10.569
1.250e-02,14782,1.377e-04,2.673,3.124e-02,1.762,1.868e-02,2.120,75.716
6.250e-03,59326,2.191e-05,2.652,8.867e-03,1.817,4.434e-03,2.075,577.960
