h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.418e+00,-0.503,1.689e+00,-0.757,1.559e+00,-0.641,0.513
5.000e-02,944,2.583e-04,12.422,2.089e-02,6.337,1.407e-02,6.792,1.856
2.500e-02,3720,3.296e-05,2.970,5.217e-03,2.002,3.426e-03,2.038,8.059
1.250e-02,14782,4.092e-06,3.010,1.315e-03,1.989,8.036e-04,2.092,45.041
6.250e-03,59326,5.191e-07,2.979,3.363e-04,1.967,1.985e-04,2.018,322.492
