h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.608e+00,-0.686,7.529e+00,-2.912,1.044e+01,-3.384,1.392
5.000e-02,944,2.180e-03,9.527,1.745e-01,5.431,1.348e-01,6.276,5.754
2.500e-02,3720,2.808e-04,2.956,4.393e-02,1.990,3.259e-02,2.048,23.247
1.250e-02,14782,3.451e-05,3.024,1.100e-02,1.998,8.035e-03,2.020,89.293
6.250e-03,59326,4.368e-06,2.982,2.808e-03,1.970,1.982e-03,2.019,432.549
