h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.418e+00,-0.503,1.689e+00,-0.757,1.559e+00,-0.641,0.534
5.000e-02,944,2.583e-04,12.422,2.089e-02,6.338,1.404e-02,6.795,1.854
2.500e-02,3720,3.295e-05,2.970,5.216e-03,2.002,3.420e-03,2.037,8.037
1.250e-02,14782,4.092e-06,3.010,1.315e-03,1.988,8.013e-04,2.094,41.056
6.250e-03,59326,5.191e-07,2.979,3.363e-04,1.967,1.979e-04,2.018,267.857
