l1,1-e1,1e-2,1e-3,1e-4,1e-5,1e-6,1e-7,1e-8,1e-9
5.000e-06,2,2,2,2,2,2,2,2,3
1.000e-05,2,2,2,2,2,2,2,3,3
5.000e-05,2,2,2,2,2,2,2,3,3
1.000e-04,2,2,2,2,2,2,3,3,4
5.000e-04,2,2,2,2,2,2,3,4,4
1.000e-03,2,2,2,2,2,3,4,4,4
5.000e-03,2,2,2,2,3,4,4,5,5
1.000e-02,2,2,2,3,4,4,5,5,6
5.000e-02,2,2,3,4,5,6,7,13, - 
1.000e-01,2,2,4,5,6, - , - , - , - 
