h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.458e+00,-0.544,3.982e+00,-1.993,5.206e+00,-2.380,0.391
5.000e-02,944,2.980e-03,8.935,1.767e-01,4.494,1.846e-01,4.817,2.051
2.500e-02,3720,4.406e-04,2.758,5.319e-02,1.732,4.103e-02,2.170,13.420
1.250e-02,14782,6.747e-05,2.707,1.556e-02,1.773,9.495e-03,2.111,87.619
6.250e-03,59326,9.945e-06,2.762,4.269e-03,1.866,2.241e-03,2.083,768.464
