h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,2.061e+00,-1.043,1.487e+01,-3.894,2.088e+01,-4.384,1.833
5.000e-02,944,1.326e-02,7.280,1.372e+00,3.439,4.739e-01,5.461,6.690
2.500e-02,3720,1.664e-02,-0.327,2.522e+00,-0.879,4.628e-01,0.034,30.620
1.250e-02,14782,1.256e-02,0.406,3.369e+00,-0.417,9.195e-01,-0.991,178.243
6.250e-03,59326,8.028e-03,0.645,2.778e+00,0.278,9.076e-01,0.019,1323.028
