h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.175e+00,-1.121,2.358e+00,-1.238,2.362e+00,-1.240,0.449
1.000e-01,606,4.670e-03,8.864,6.777e-02,5.121,4.933e-02,5.581,1.104
5.000e-02,2350,1.211e-03,1.947,2.445e-02,1.471,1.410e-02,1.806,4.310
2.500e-02,9000,3.052e-04,1.988,8.631e-03,1.502,3.764e-03,1.906,19.420
1.250e-02,35328,7.621e-05,2.002,3.174e-03,1.443,9.334e-04,2.011,99.464
