h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,200,1.415e+00,-0.501,1.488e+00,-0.573,1.138e+00,-0.187,7.529
5.000e-02,800,2.033e-04,12.765,1.521e-02,6.612,9.431e-03,6.915,1.349
2.500e-02,3200,2.630e-05,2.950,4.008e-03,1.924,2.253e-03,2.065,6.153
1.250e-02,12800,3.305e-06,2.992,1.018e-03,1.977,5.395e-04,2.062,36.069
6.250e-03,51200,4.138e-07,2.997,2.557e-04,1.993,1.321e-04,2.029,209.023
