h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,200,1.427e+00,-0.513,2.328e+00,-1.219,2.714e+00,-1.440,18.461
5.000e-02,800,8.294e-04,10.749,6.180e-02,5.235,3.794e-02,6.160,15.503
2.500e-02,3200,1.069e-04,2.956,1.623e-02,1.929,9.074e-03,2.064,21.535
1.250e-02,12800,1.335e-05,3.001,4.106e-03,1.983,2.173e-03,2.062,66.866
6.250e-03,51200,1.667e-06,3.002,1.029e-03,1.997,5.319e-04,2.030,949.562
