h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,200,1.417e+00,-0.503,1.690e+00,-0.757,1.567e+00,-0.648,49.208
5.000e-02,800,4.116e-04,11.750,3.073e-02,5.781,1.893e-02,6.371,14.567
2.500e-02,3200,5.316e-05,2.953,8.081e-03,1.927,4.522e-03,2.066,20.280
1.250e-02,12800,6.649e-06,2.999,2.045e-03,1.982,1.082e-03,2.063,64.007
6.250e-03,51200,8.304e-07,3.001,5.128e-04,1.996,2.649e-04,2.030,811.104
