h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.983e+00,-0.988,1.503e+01,-3.910,1.807e+01,-4.176,1.865
5.000e-02,944,1.635e-02,6.922,1.058e+00,3.829,5.704e-01,4.986,6.377
2.500e-02,3720,5.787e-03,1.499,6.654e-01,0.669,2.758e-01,1.048,28.731
1.250e-02,14782,1.979e-03,1.548,4.917e-01,0.437,1.432e-01,0.946,155.267
6.250e-03,59326,8.314e-04,1.251,4.385e-01,0.165,7.738e-02,0.888,1060.717
