h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.417e+00,-0.503,1.689e+00,-0.757,1.566e+00,-0.647,1.671
5.000e-02,944,2.594e-04,12.416,2.097e-02,6.332,1.409e-02,6.796,2.758
2.500e-02,3720,3.312e-05,2.969,5.241e-03,2.001,3.467e-03,2.023,8.924
1.250e-02,14782,4.115e-06,3.009,1.321e-03,1.988,8.139e-04,2.091,42.100
6.250e-03,59326,5.215e-07,2.980,3.378e-04,1.967,2.011e-04,2.017,281.015
