h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.244e+00,-1.166,4.278e+00,-2.097,7.303e+00,-2.869,0.532
1.000e-01,606,1.873e-02,6.905,2.706e-01,3.983,1.994e-01,5.195,1.403
5.000e-02,2350,4.848e-03,1.950,9.765e-02,1.470,5.685e-02,1.811,4.363
2.500e-02,9000,1.221e-03,1.989,3.447e-02,1.502,1.514e-02,1.909,19.403
1.250e-02,35328,3.048e-04,2.002,1.268e-02,1.443,3.743e-03,2.016,102.534
