h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
2.000e-01,162,2.244e+00,-1.166,4.278e+00,-2.097,7.304e+00,-2.869,6.946
1.000e-01,606,1.872e-02,6.906,2.708e-01,3.982,1.997e-01,5.193,7.333
5.000e-02,2350,4.845e-03,1.950,9.783e-02,1.469,5.685e-02,1.813,10.249
2.500e-02,9000,1.221e-03,1.989,3.456e-02,1.501,1.514e-02,1.909,33.875
1.250e-02,35328,3.048e-04,2.002,1.269e-02,1.445,3.746e-03,2.015,136.351
