h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.460e+00,-0.546,3.743e+00,-1.904,4.922e+00,-2.299,0.346
5.000e-02,944,1.009e-03,10.498,8.023e-02,5.544,5.376e-02,6.517,1.432
2.500e-02,3720,1.327e-04,2.927,2.037e-02,1.977,1.310e-02,2.037,9.656
1.250e-02,14782,1.645e-05,3.012,5.123e-03,1.991,3.062e-03,2.097,65.360
6.250e-03,59326,2.097e-06,2.972,1.309e-03,1.968,7.549e-04,2.020,574.644
