h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.460e+00,-0.546,3.743e+00,-1.904,4.922e+00,-2.299,0.744
5.000e-02,944,9.763e-04,10.546,7.889e-02,5.568,5.363e-02,6.520,2.449
2.500e-02,3720,1.251e-04,2.964,1.975e-02,1.998,1.301e-02,2.044,9.683
1.250e-02,14782,1.547e-05,3.016,4.966e-03,1.992,3.059e-03,2.088,56.037
6.250e-03,59326,1.962e-06,2.979,1.270e-03,1.967,7.590e-04,2.011,432.856
