h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.415e+00,-0.501,1.488e+00,-0.573,1.132e+00,-0.178,2.111
5.000e-02,944,1.292e-04,13.419,1.045e-02,7.154,7.024e-03,7.332,3.550
2.500e-02,3720,1.647e-05,2.972,2.607e-03,2.003,1.710e-03,2.038,9.217
1.250e-02,14782,2.046e-06,3.009,6.573e-04,1.988,4.008e-04,2.093,42.946
6.250e-03,59326,2.596e-07,2.979,1.682e-04,1.967,9.892e-05,2.019,290.827
