h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.466e+00,-0.552,3.958e+00,-1.985,5.244e+00,-2.391,0.753
5.000e-02,944,1.043e-03,10.456,8.428e-02,5.554,5.736e-02,6.514,2.897
2.500e-02,3720,1.337e-04,2.964,2.110e-02,1.998,1.391e-02,2.044,10.353
1.250e-02,14782,1.653e-05,3.016,5.305e-03,1.992,3.272e-03,2.087,57.111
6.250e-03,59326,2.096e-06,2.979,1.357e-03,1.967,8.125e-04,2.010,437.159
