h,elements,$L^{2}$ error $\vu$,$L^{2}$ rate $\vu$,$H^{1}$ error $\vu$,$H^{1}$ rate $\vu$,$L^{2}$ error $p$,$L^{2}$ rate $p$,time(s)
1.000e-01,242,1.608e+00,-0.686,7.529e+00,-2.913,1.044e+01,-3.385,0.374
5.000e-02,944,2.381e-03,9.400,1.818e-01,5.372,1.233e-01,6.404,1.948
2.500e-02,3720,3.147e-04,2.920,4.658e-02,1.964,2.971e-02,2.054,9.673
1.250e-02,14782,3.821e-05,3.042,1.157e-02,2.009,6.947e-03,2.097,67.340
6.250e-03,59326,4.878e-06,2.970,2.944e-03,1.975,1.719e-03,2.015,569.097
